Feature.ID,Taxon,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species,otu_occ,otu_rel,fill
JF182810.1.1380,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium,0.990112660610629,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium,NA,0.0795454545454545,0.00094563629246279,Rare
JF183284.1.1372,Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus,0.994022682184072,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA,0.0909090909090909,0.000451804536104185,Rare
JF189148.1.1306,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.875792606539711,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0227272727272727,7.0453977348314e-05,Rare
JF189488.1.1361,Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella,0.986067171340913,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Veillonella,NA,0.0340909090909091,3.30448024230254e-05,Rare
JF190687.1.1351,Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus,0.995998688879022,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA,0.113636363636364,0.00130807701692714,Rare
JF190702.1.1368,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae,0.954380360959621,Bacteria, Actinobacteriota, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae,NA,NA,0.0340909090909091,2.8009047802965e-05,Rare
JF194361.1.1386,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,0.984718385430763,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA,0.0795454545454545,0.000234931343060213,Rare
JF198859.1.1337,Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; Armatimonadales; Armatimonadales; uncultured_bacterium,0.937034035446118,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadales, Armatimonadales, uncultured_bacterium,0.0568181818181818,3.25636219653579e-05,Rare
JF198908.1.1314,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidiphilium,0.965280162884962,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidiphilium,NA,0.0795454545454545,0.000156736249261804,Rare
JF198984.1.1350,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter,0.998089081456089,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,NA,0.0227272727272727,0.000114150200154617,Rare
JF200056.1.1323,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Bryocella; uncultured_bacterium,0.71579055551652,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Bryocella, uncultured_bacterium,0.113636363636364,0.000426722979971985,Rare
JF200689.1.1340,Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium,0.959421806275419,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium,NA,0.0227272727272727,2.06485677048223e-05,Rare
JF202879.1.1303,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae,0.999857951266999,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,NA,NA,0.0909090909090909,0.00034348758293821,Rare
JF203190.1.1346,Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcales-Tissierellales; Anaerococcus,0.999999962530645,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus,NA,0.0227272727272727,0.00028564384064342,Rare
JF206640.1.1370,Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Globicatella; uncultured_bacterium,0.920649884508345,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Globicatella, uncultured_bacterium,0.0340909090909091,6.75239854007175e-05,Rare
JF211051.1.1312,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidisoma,0.903871309520797,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Acidisoma,NA,0.0568181818181818,0.000165422093961447,Rare
JF217150.1.1312,Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae,0.999991423389373,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae,NA,NA,0.102272727272727,0.000540070500214232,Rare
JF220967.1.1337,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,0.999999808858536,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium,NA,0.0340909090909091,0.000313771593639479,Rare
JF222116.1.1308,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12,0.954059949537431,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12,NA,0.0568181818181818,0.000243994277975322,Rare
JF222135.1.1307,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; uncultured_bacterium,0.73851468917461,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, 1174-901-12, uncultured_bacterium,0.0909090909090909,0.000450039008215799,Rare
JF222401.1.1310,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.946053994172708,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0795454545454545,0.000237652461311934,Rare
JF223442.1.1369,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,0.995881296402584,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA,0.136363636363636,0.0039057938693219,Rare
JF223997.1.1388,Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces,0.999984922715847,Bacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces,NA,0.0227272727272727,0.000229281424894128,Rare
JF224904.1.1305,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum,0.925300397903859,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylobacterium-Methylorubrum,NA,0.0227272727272727,0.000259137425169921,Rare
JF225121.1.1362,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; uncultured_bacterium,0.811458321712002,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, uncultured_bacterium,0.0227272727272727,4.38494379259157e-05,Rare
JF228239.1.1346,Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium,0.997961730973948,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Chryseobacterium,NA,0.0227272727272727,1.21937566239314e-05,Rare
JF229797.1.1352,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter,0.990943854934057,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter,NA,0.0227272727272727,0.000159337071408543,Rare
JF231294.1.1313,Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadales; Saccharimonadales,0.89975225278436,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadales, Saccharimonadales,NA,0.0227272727272727,1.71913260958187e-05,Rare
JF231450.1.1376,Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia; uncultured_bacterium,0.899798027132705,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Abiotrophia, uncultured_bacterium,0.0340909090909091,0.000622669253157036,Rare
JF231895.1.1308,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae,0.999399219025982,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,NA,NA,0.0227272727272727,8.86875645801875e-05,Rare
JF233885.1.1345,Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Bergeyella; uncultured_bacterium,0.972208209969748,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Bergeyella, uncultured_bacterium,0.0227272727272727,7.40901915467166e-06,Rare
JF240039.1.1322,Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Dolosigranulum; Dolosigranulum_pigrum,0.7849729158764,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Dolosigranulum, Dolosigranulum_pigrum,0.102272727272727,0.000651212222563182,Rare
JF265850.1.1359,Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria_Incertae_Sedis; Unknown_Family; Acidibacter,0.948134927238632,Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria_Incertae_Sedis, Unknown_Family, Acidibacter,NA,0.0227272727272727,6.775194160731e-05,Rare
JF411370.1.1398,Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Marinilactibacillus,0.994474707220904,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Marinilactibacillus,NA,0.0227272727272727,8.18107926623954e-05,Rare
JF411398.1.1363,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales,0.875550201986703,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales,NA,NA,NA,0.0227272727272727,5.80412322542695e-05,Rare
JF412253.1.1400,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium,0.983579131191827,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium,NA,0.0227272727272727,2.67203682754783e-05,Rare
JF506644.1.1364,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_sputorum,0.963346695668203,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, Haemophilus_sputorum,0.0227272727272727,1.32352545561302e-05,Rare
JF703628.1.1513,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia-Shigella,0.918473535834768,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA,0.340909090909091,0.0169792972242173,Core
JF709910.1.1403,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,0.989853061761929,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA,0.272727272727273,0.00685735737601014,Rare
JF772550.1.1422,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Haematospirillum,0.788308120469124,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Haematospirillum,NA,0.0340909090909091,0.000265316564630234,Rare
JF790967.1.1432,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,0.997691077045338,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA,0.215909090909091,0.0050907392240969,Rare
JF958162.1.1368,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Robbsia,0.821435834316304,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Robbsia,NA,0.0227272727272727,1.40221320763877e-05,Rare
JN013950.1.1521,Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Carnobacterium,0.985105477338977,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Carnobacterium,NA,0.170454545454545,0.00306384371852674,Rare
JN023102.1.1455,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.903172822414161,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.113636363636364,0.000611309466058315,Rare
JN023236.1.1453,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.785646870306371,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0340909090909091,5.65737040422598e-05,Rare
JN023329.1.1442,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae,0.999718532615382,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,NA,NA,0.0795454545454545,0.000253617469648318,Rare
JN023851.1.1453,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Granulicella,0.869391304694761,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1), Granulicella,NA,0.0454545454545455,0.000299372557986036,Rare
JN024058.1.1455,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae_(Subgroup_1),0.998271862966671,Bacteria, Acidobacteriota, Acidobacteriae, Acidobacteriales, Acidobacteriaceae_(Subgroup_1),NA,NA,0.0340909090909091,2.90064634608884e-05,Rare
JN089710.1.1214,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae,0.999442862251733,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae,NA,NA,0.0454545454545455,0.000242994971826769,Rare
JN178502.1.1489,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; Tepidisphaera; uncultured_bacterium,0.999845738771284,Bacteria, Planctomycetota, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, Tepidisphaera, uncultured_bacterium,0.0227272727272727,4.32292393339224e-05,Rare
JN178642.1.1441,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae,0.998390099256273,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,NA,NA,0.0227272727272727,0.000104851155208616,Rare
JN367254.1.1453,Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter,0.967128958425571,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter,NA,0.0227272727272727,8.07369808094669e-05,Rare
JN590606.1.1265,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium,0.95932955324106,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium,NA,0.0227272727272727,7.22853389944879e-05,Rare
JN590703.1.1281,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium,0.997703971133148,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium,NA,0.0227272727272727,5.79474665743864e-05,Rare
JN615702.1.1315,Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; URHD0088; URHD0088,0.776777000656455,Bacteria, Proteobacteria, Alphaproteobacteria, Elsterales, URHD0088, URHD0088,NA,0.0681818181818182,0.000613146075069775,Rare
JN639432.1.1262,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_dysgalactiae,0.871333989228555,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_dysgalactiae,0.0227272727272727,5.97497064690087e-06,Rare
JN672003.1.1289,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia,0.733982823134145,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia,NA,0.0454545454545455,0.000106744530462578,Rare
JN697570.1.1405,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,0.997989228525099,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA,0.0795454545454545,0.000165577983379145,Rare
JN797481.1.1203,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,0.842847902610127,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA,0.0227272727272727,6.48064561343806e-05,Rare
JN873202.1.1487,Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola,0.99782664281311,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Crocinitomicaceae, Fluviicola,NA,0.0340909090909091,0.000472758592848656,Rare
JQ014516.1.1251,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.911342582548486,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0454545454545455,0.000338239907893252,Rare
JQ014532.1.1307,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia,0.998518816980559,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia,NA,0.0340909090909091,0.000226012557707019,Rare
JQ046411.1.1474,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus,0.999826580246237,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA,0.0909090909090909,0.000795068535802425,Rare
JQ186386.1.1354,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae,0.999747687682091,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,NA,NA,0.0227272727272727,0.00173583587133381,Rare
JQ190329.1.1367,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,0.804190691541972,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA,0.0681818181818182,0.000199560224300022,Rare
JQ342863.1.1390,Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter,0.983145443307284,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter,NA,0.0227272727272727,0.000391916786478294,Rare
JQ396552.1.1473,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas,0.927837918765932,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA,0.0227272727272727,9.24315769689265e-05,Rare
JQ404454.1.1248,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,0.997415831687885,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA,0.113636363636364,0.000884507764064525,Rare
JQ447599.1.1283,Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga; Capnocytophaga_gingivalis,0.80280458536313,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Capnocytophaga, Capnocytophaga_gingivalis,0.0227272727272727,1.21195761523805e-05,Rare
JQ449887.1.1241,Bacteria; Firmicutes; Bacilli; Staphylococcales; Gemellaceae; Gemella,0.999515262725917,Bacteria, Firmicutes, Bacilli, Staphylococcales, Gemellaceae, Gemella,NA,0.0568181818181818,0.000475823869510747,Rare
JQ449890.1.1405,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,0.995914355937364,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA,0.102272727272727,0.00201750585715682,Rare
JQ449960.1.1414,Bacteria; Firmicutes; Bacilli; Staphylococcales; Gemellaceae; Gemella,0.999650211006715,Bacteria, Firmicutes, Bacilli, Staphylococcales, Gemellaceae, Gemella,NA,0.0681818181818182,0.000470874863114966,Rare
JQ449983.1.1321,Bacteria; Firmicutes; Bacilli; Lactobacillales,0.999956114001856,Bacteria, Firmicutes, Bacilli, Lactobacillales,NA,NA,NA,0.0909090909090909,0.00151547208510463,Rare
JQ452099.1.1291,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; uncultured_bacterium,0.830826600928707,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, uncultured_bacterium,0.0227272727272727,5.69312759018297e-06,Rare
JQ452498.1.1373,Bacteria; Firmicutes; Bacilli; Staphylococcales; Gemellaceae; Gemella,0.998239410798708,Bacteria, Firmicutes, Bacilli, Staphylococcales, Gemellaceae, Gemella,NA,0.0227272727272727,8.51421760929275e-05,Rare
JQ452674.1.1294,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria,0.994958847194563,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Neisseriaceae, Neisseria,NA,0.0340909090909091,9.55291886814878e-05,Rare
JQ452959.1.1394,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,0.997647769327768,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA,0.113636363636364,0.000726992575990473,Rare
JQ452983.1.1387,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia,0.998211059219734,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia,NA,0.0454545454545455,0.000277550035834091,Rare
JQ453094.1.1265,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; Rothia_aeria,0.787799722491724,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, Rothia_aeria,0.0227272727272727,0.000357511125094834,Rare
JQ453181.1.1411,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae,0.999999928426349,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae,NA,NA,0.0340909090909091,0.000114197123345361,Rare
JQ453278.1.1401,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae,0.999972293518444,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Neisseriaceae,NA,NA,0.0227272727272727,0.00011683821689056,Rare
JQ453285.1.1278,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia,0.999315279548332,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia,NA,0.0227272727272727,0.000263399697704544,Rare
JQ453421.1.1412,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria,0.997758922494765,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Neisseriaceae, Neisseria,NA,0.0568181818181818,0.00067283727507203,Rare
JQ455246.1.1325,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; Neisseria; Neisseria_oralis,0.991483842426993,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Neisseriaceae, Neisseria, Neisseria_oralis,0.0227272727272727,2.63027098017222e-05,Rare
JQ455259.1.1251,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae,0.999999887189949,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae,NA,NA,0.0681818181818182,0.000602317135569107,Rare
JQ455641.1.1400,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,0.889857307519493,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus,NA,0.0227272727272727,2.89627483517705e-05,Rare
JQ456193.1.1347,Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces,0.999927316389713,Bacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces,NA,0.0340909090909091,0.000232482421056298,Rare
JQ456274.1.1389,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; Rothia_aeria,0.733562396075168,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, Rothia_aeria,0.0227272727272727,7.80578411105682e-05,Rare
JQ460239.1.1372,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; uncultured_Bacteroidetes,0.953106934422019,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Alloprevotella, uncultured_Bacteroidetes,0.0227272727272727,5.12188231214329e-05,Rare
JQ460427.1.1401,Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces,0.997933386251478,Bacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces,NA,0.0227272727272727,2.4300359356393e-05,Rare
JQ462353.1.1304,Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Rothia,0.998917601859881,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia,NA,0.0340909090909091,0.000243192104628929,Rare
JQ465886.1.1406,Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus,0.850415006229498,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus,NA,0.0340909090909091,0.000100136598918759,Rare
JQ466140.1.1308,Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; Saccharimonadaceae; uncultured_bacterium,0.917942866342238,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadaceae, Saccharimonadaceae, uncultured_bacterium,0.0227272727272727,0.0001413777222866,Rare
JQ466276.1.1304,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia,0.999952313179666,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia,NA,0.0113636363636364,2.51296690925174e-05,Rare
JQ466576.1.1367,Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia,0.999557709427813,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia,NA,0.0227272727272727,0.000167562297936409,Rare
JQ467010.1.1278,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Lautropia,0.999553674585471,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Lautropia,NA,0.0568181818181818,0.00094972860095963,Rare
